Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,rdkit_smiles,inchi_key,compound_id,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
Eugenol,-2.675,1,164.204,1,1,3,29.46,-1.56,COc1cc(CC=C)ccc1O,C=CCc1ccc(O)c(OC)c1,RRAFCDWBNXTKKO-UHFFFAOYSA-N,RRAFCDWBNXTKKO-UHFFFAOYSA-N,-1.56,,-0.0,0
5-Allyl-5-isopropylbarbital,-1.706,1,210.233,2,1,3,75.27000000000001,-1.7080000000000002,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,UORJNBVJVRLXMQ-UHFFFAOYSA-N,UORJNBVJVRLXMQ-UHFFFAOYSA-N,-1.7080000000000002,,-0.0,0
Pyrene,-4.957,2,202.256,0,4,0,0.0,-6.176,c1cc2ccc3cccc4ccc(c1)c2c34,c1cc2ccc3cccc4ccc(c1)c2c34,BBEAQIROQSPTKN-UHFFFAOYSA-N,BBEAQIROQSPTKN-UHFFFAOYSA-N,-6.176,,-0.0,0
"1,1-Diethoxyethane ",-0.899,1,118.176,0,0,4,18.46,-0.43,CCOC(C)OCC,CCOC(C)OCC,DHKHKXVYLBGOIT-UHFFFAOYSA-N,DHKHKXVYLBGOIT-UHFFFAOYSA-N,-0.43,,-0.0,0
Clomazone,-3.077,1,239.702,0,2,2,29.54,-2.338,CC1(C)CON(Cc2ccccc2Cl)C1=O,CC1(C)CON(Cc2ccccc2Cl)C1=O,KIEDNEWSYUYDSN-UHFFFAOYSA-N,KIEDNEWSYUYDSN-UHFFFAOYSA-N,-2.338,,-0.0,0
2-Butoxyethanol,-0.775,1,118.176,1,0,5,29.46,-0.42,CCCCOCCO,CCCCOCCO,POAOYUHQDCAZBD-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,-0.42,,-0.0,0
Quintozene,-5.098,1,295.336,0,1,1,43.14,-5.82,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,LKPLKUMXSAEKID-UHFFFAOYSA-N,LKPLKUMXSAEKID-UHFFFAOYSA-N,-5.82,,-0.0,0
Flurochloridone,-4.749,1,312.118,0,2,2,20.31,-4.047,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,OQZCSNDVOWYALR-UHFFFAOYSA-N,OQZCSNDVOWYALR-UHFFFAOYSA-N,-4.047,,-0.0,0
Quinoline,-2.6630000000000003,2,129.16199999999998,0,2,0,12.89,-1.3,c1ccc2ncccc2c1,c1ccc2ncccc2c1,SMWDFEZZVXVKRB-UHFFFAOYSA-N,SMWDFEZZVXVKRB-UHFFFAOYSA-N,-1.3,,-0.0,0
methyl gallate,-1.913,1,184.147,3,1,1,86.99000000000001,-1.24,COC(=O)c1cc(O)c(O)c(O)c1 ,COC(=O)c1cc(O)c(O)c(O)c1,FBSFWRHWHYMIOG-UHFFFAOYSA-N,FBSFWRHWHYMIOG-UHFFFAOYSA-N,-1.24,,-0.0,0
fluconazole,-2.418,1,306.276,1,3,5,81.64999999999999,-1.8,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,RFHAOTPXVQNOHP-UHFFFAOYSA-N,RFHAOTPXVQNOHP-UHFFFAOYSA-N,-1.8,,-0.0,0
Chlorzoxazone,-2.679,1,169.567,1,2,0,46.0,-2.8310000000000004,Clc2ccc1oc(=O)[nH]c1c2,O=c1[nH]c2cc(Cl)ccc2o1,TZFWDZFKRBELIQ-UHFFFAOYSA-N,TZFWDZFKRBELIQ-UHFFFAOYSA-N,-2.8310000000000004,,-0.0,0
"2,2',3,4,4',5',6-PCB",-7.898,1,395.3270000000001,0,2,1,0.0,-7.92,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,DJEUXBQAKBLKPO-UHFFFAOYSA-N,DJEUXBQAKBLKPO-UHFFFAOYSA-N,-7.92,,-0.0,0
alloxan,0.436,1,142.07,2,1,0,92.34,-1.25,O=C1NC(=O)C(=O)C(=O)N1 ,O=C1NC(=O)C(=O)C(=O)N1,HIMXGTXNXJYFGB-UHFFFAOYSA-N,HIMXGTXNXJYFGB-UHFFFAOYSA-N,-1.25,,-0.0,0
"1,3-Dichloropropane",-1.618,1,112.987,0,0,2,0.0,-1.62,ClCCCCl,ClCCCCl,YHRUOJUYPBUZOS-UHFFFAOYSA-N,YHRUOJUYPBUZOS-UHFFFAOYSA-N,-1.62,,-0.0,0
m-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.67,Fc1cccc(Br)c1,Fc1cccc(Br)c1,QDFKKJYEIFBEFC-UHFFFAOYSA-N,QDFKKJYEIFBEFC-UHFFFAOYSA-N,-2.67,,-0.0,0
p-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.63,Clc1ccc(Br)cc1,Clc1ccc(Br)cc1,NHDODQWIKUYWMW-UHFFFAOYSA-N,NHDODQWIKUYWMW-UHFFFAOYSA-N,-3.63,,-0.0,0
"2,3-Dimethylbutane",-2.584,1,86.178,0,0,1,0.0,-3.65,CC(C)C(C)C,CC(C)C(C)C,ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,-3.65,,-0.0,0
1-Butene,-1.655,1,56.108,0,0,1,0.0,-1.94,CCC=C,C=CCC,VXNZUUAINFGPBY-UHFFFAOYSA-N,VXNZUUAINFGPBY-UHFFFAOYSA-N,-1.94,,-0.0,0
"2,2',3,4,5,5'-PCB",-7.343,1,360.88200000000006,0,2,1,0.0,-7.68,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,UCLKLGIYGBLTSM-UHFFFAOYSA-N,UCLKLGIYGBLTSM-UHFFFAOYSA-N,-7.68,,-0.0,0
cytosine,0.051,1,111.104,2,1,0,71.77000000000001,-1.155,Nc1cc[nH]c(=O)n1 ,Nc1cc[nH]c(=O)n1,OPTASPLRGRRNAP-UHFFFAOYSA-N,OPTASPLRGRRNAP-UHFFFAOYSA-N,-1.155,,-0.0,0
"1,1,2-Trichlorotrifluoroethane",-3.077,1,187.37500000000003,0,0,1,0.0,-3.04,FC(F)(Cl)C(F)(Cl)Cl,FC(F)(Cl)C(F)(Cl)Cl,AJDIZQLSFPQPEY-UHFFFAOYSA-N,AJDIZQLSFPQPEY-UHFFFAOYSA-N,-3.04,,-0.0,0
Propionitrile,-0.2689999999999999,1,55.07999999999999,0,0,0,23.79,0.28,CCC#N,CCC#N,FVSKHRXBFJPNKK-UHFFFAOYSA-N,FVSKHRXBFJPNKK-UHFFFAOYSA-N,0.28,,0.0,0
"O,P'-DDD",-6.007999999999999,1,320.04600000000005,0,2,3,0.0,-6.51,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,JWBOIMRXGHLCPP-UHFFFAOYSA-N,JWBOIMRXGHLCPP-UHFFFAOYSA-N,-6.51,,-0.0,0
o-Nitroanisole,-2.346,1,153.13699999999997,0,1,2,52.37,-1.96,COc1ccccc1N(=O)=O,COc1ccccc1[N+](=O)[O-],CFBYEGUGFPZCNF-UHFFFAOYSA-N,CFBYEGUGFPZCNF-UHFFFAOYSA-N,-1.96,,-0.0,0
Prasterone,-3.564,1,288.43100000000004,1,4,0,37.3,-4.12,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,FMGSKLZLMKYGDP-UHFFFAOYSA-N,FMGSKLZLMKYGDP-UHFFFAOYSA-N,-4.12,,-0.0,0
Procymidone,-3.464,1,284.142,0,3,1,37.38,-4.8,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,QXJKBPAVAHBARF-UHFFFAOYSA-N,QXJKBPAVAHBARF-UHFFFAOYSA-N,-4.8,,-0.0,0
Benzo[ghi]perylene,-6.446000000000001,2,276.338,0,6,0,0.0,-9.018,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,GYFAGKUZYNFMBN-UHFFFAOYSA-N,GYFAGKUZYNFMBN-UHFFFAOYSA-N,-9.018,,-0.0,0
Dinoseb,-3.715,1,240.21499999999995,1,1,4,106.51000000000002,-3.38,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,OWZPCEFYPSAJFR-UHFFFAOYSA-N,OWZPCEFYPSAJFR-UHFFFAOYSA-N,-3.38,,-0.0,0
meconin,-0.825,1,196.202,0,2,2,44.760000000000005,-1.899,c1c(OC)c(OC)C2C(=O)OCC2c1,COC1=C(OC)C2C(=O)OCC2C=C1,TVDYTVXARUOWKL-UHFFFAOYSA-N,TVDYTVXARUOWKL-UHFFFAOYSA-N,-1.899,,-0.0,0
Glycerol,0.688,1,92.094,3,0,2,60.69,1.12,OCC(O)CO,OCC(O)CO,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV-UHFFFAOYSA-N,1.12,,0.0,0
Guaiacol,-1.941,1,124.13899999999995,1,1,1,29.46,-1.96,COc1ccccc1O ,COc1ccccc1O,LHGVFZTZFXWLCP-UHFFFAOYSA-N,LHGVFZTZFXWLCP-UHFFFAOYSA-N,-1.96,0.0,-0.0,0
chlorpyrifos,-4.972,1,350.591,0,1,6,40.58,-5.67,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,SBPBAQFWLVIOKP-UHFFFAOYSA-N,SBPBAQFWLVIOKP-UHFFFAOYSA-N,-5.67,,-0.0,0
9-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-5.89,Cc1c2ccccc2cc3ccccc13,Cc1c2ccccc2cc2ccccc12,CPGPAVAKSZHMBP-UHFFFAOYSA-N,CPGPAVAKSZHMBP-UHFFFAOYSA-N,-5.89,,-0.0,0
Antipyrene,-1.733,1,188.23,0,2,1,26.93,0.715,Cc1cc(=O)n(c2ccccc2)n1C,Cc1cc(=O)n(-c2ccccc2)n1C,VEQOALNAAJBPNY-UHFFFAOYSA-N,VEQOALNAAJBPNY-UHFFFAOYSA-N,0.715,,0.0,0
Methyl butyl ether ,-1.072,1,88.14999999999999,0,0,3,9.23,-0.99,CCCCOC,CCCCOC,CXBDYQVECUFKRK-UHFFFAOYSA-N,CXBDYQVECUFKRK-UHFFFAOYSA-N,-0.99,,-0.0,0
7-methylpteridine,-1.24,1,146.153,0,2,0,51.56,-0.8540000000000001,Cc2cnc1cncnc1n2,Cc1cnc2cncnc2n1,KOCYTWBTXZOUFS-UHFFFAOYSA-N,KOCYTWBTXZOUFS-UHFFFAOYSA-N,-0.8540000000000001,,-0.0,0
simazine,-2.8110000000000004,1,201.661,2,1,4,62.73,-4.55,CCNc1nc(Cl)nc(NCC)n1 ,CCNc1nc(Cl)nc(NCC)n1,ODCWYMIRDDJXKW-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,-4.55,,-0.0,0
"N,N-Dimethylacetamide",0.123,1,87.12199999999999,0,0,0,20.31,1.11,CN(C)C(=O)C,CC(=O)N(C)C,FXHOOIRPVKKKFG-UHFFFAOYSA-N,FXHOOIRPVKKKFG-UHFFFAOYSA-N,1.11,,0.0,0
Simetryn,-2.689,1,213.31,0,1,3,45.150000000000006,-2.676,CSc1nc(nc(n1)N(C)C)N(C)C,CSc1nc(N(C)C)nc(N(C)C)n1,PRLMFHYBTOQSLN-UHFFFAOYSA-N,PRLMFHYBTOQSLN-UHFFFAOYSA-N,-2.676,,-0.0,0
Ethylene,-0.815,1,28.053999999999995,0,0,0,0.0,-0.4,C=C,C=C,VGGSQFUCUMXWEO-UHFFFAOYSA-N,VGGSQFUCUMXWEO-UHFFFAOYSA-N,-0.4,,-0.0,0
"3,3-Dimethyl-1-butanol",-1.365,1,102.177,1,0,1,20.23,-0.5,CC(C)(C)CCO,CC(C)(C)CCO,DUXCSEISVMREAX-UHFFFAOYSA-N,DUXCSEISVMREAX-UHFFFAOYSA-N,-0.5,,-0.0,0
5-Allyl-5-ethylbarbital,-1.368,1,196.206,2,1,3,75.27000000000001,-1.614,O=C1NC(=O)NC(=O)C1(CC)CC=C,C=CCC1(CC)C(=O)NC(=O)NC1=O,QPADNTZLUBYNEN-UHFFFAOYSA-N,QPADNTZLUBYNEN-UHFFFAOYSA-N,-1.614,,-0.0,0
"2,3,4-Trichlorophenol",-3.705,1,197.448,1,1,0,20.23,-2.67,Oc1ccc(Cl)c(Cl)c1Cl,Oc1ccc(Cl)c(Cl)c1Cl,HSQFVBWFPBKHEB-UHFFFAOYSA-N,HSQFVBWFPBKHEB-UHFFFAOYSA-N,-2.67,,-0.0,0
Anisole,-2.3680000000000003,1,108.13999999999996,0,1,1,9.23,-1.85,COc1ccccc1,COc1ccccc1,RDOXTESZEPMUJZ-UHFFFAOYSA-N,RDOXTESZEPMUJZ-UHFFFAOYSA-N,-1.85,,-0.0,0
chloropropylate,-5.093,1,339.21800000000013,1,2,4,46.53,-4.53,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,XCKRRIQXHFBKKB-UHFFFAOYSA-N,XCKRRIQXHFBKKB-UHFFFAOYSA-N,-4.53,,-0.0,0
aldosterone,-3.0660000000000003,1,360.4500000000001,2,4,3,91.67000000000002,-3.85,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,PQSUYGKTWSAVDQ-UHFFFAOYSA-N,PQSUYGKTWSAVDQ-UHFFFAOYSA-N,-3.85,,-0.0,0
Difenoxuron,-3.928,1,286.331,1,2,4,50.8,-4.16,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,AMVYOVYGIJXTQB-UHFFFAOYSA-N,AMVYOVYGIJXTQB-UHFFFAOYSA-N,-4.16,,-0.0,0
4-Ethyltoluene,-3.3280000000000003,1,120.19499999999996,0,1,1,0.0,-3.11,CCc1ccc(C)cc1,CCc1ccc(C)cc1,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,-3.11,,-0.0,0
Diisopropylsulfide,-2.162,1,118.245,0,0,2,0.0,-2.24,CC(C)SC(C)C,CC(C)SC(C)C,XYWDPYKBIRQXQS-UHFFFAOYSA-N,XYWDPYKBIRQXQS-UHFFFAOYSA-N,-2.24,,-0.0,0
"1,3-Dinitrobenzene",-2.281,1,168.10799999999995,0,1,2,86.28,-2.29,O=N(=O)c1cccc(c1)N(=O)=O,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,WDCYWAQPCXBPJA-UHFFFAOYSA-N,WDCYWAQPCXBPJA-UHFFFAOYSA-N,-2.29,,-0.0,0
Ethion,-5.471,1,384.4870000000002,0,0,12,36.92,-5.54,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,RIZMRRKBZQXFOY-UHFFFAOYSA-N,RIZMRRKBZQXFOY-UHFFFAOYSA-N,-5.54,,-0.0,0
probarbital,-1.6030000000000002,1,198.222,2,1,2,75.27000000000001,-2.21,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,CCC1(C(C)C)C(=O)NC(=O)NC1=O,HHLXJTDUHFBYAU-UHFFFAOYSA-N,HHLXJTDUHFBYAU-UHFFFAOYSA-N,-2.1790000000000003,0.043840620433565985,-1.4226709499770396,0
cortisone acetate,-3.426,1,402.48700000000025,1,4,3,97.74,-4.21,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,ITRJWOMZKQRYTA-UHFFFAOYSA-N,ITRJWOMZKQRYTA-UHFFFAOYSA-N,-4.21,,-0.0,0
Metronidazole,-0.8590000000000001,1,171.15599999999998,1,1,3,81.19,-1.22,Cc1ncc(N(=O)=O)n1CCO,Cc1ncc([N+](=O)[O-])n1CCO,VAOCPAMSLUNLGC-UHFFFAOYSA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,-1.24,0.028284271247461926,-1.6129032258064528,0
p-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.66,Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,QSNSCYSYFYORTR-UHFFFAOYSA-N,QSNSCYSYFYORTR-UHFFFAOYSA-N,-1.66,,-0.0,0
"2,2-Dimethylpentanol",-1.719,1,116.20399999999998,1,0,3,20.23,-1.52,CCCC(C)(C)CO,CCCC(C)(C)CO,QTOMCRXZFDHJOL-UHFFFAOYSA-N,QTOMCRXZFDHJOL-UHFFFAOYSA-N,-1.52,,-0.0,0
Furane,-1.837,2,68.07499999999999,0,1,0,13.14,-0.82,c1ccoc1,c1ccoc1,YLQBMQCUIZJEEH-UHFFFAOYSA-N,YLQBMQCUIZJEEH-UHFFFAOYSA-N,-0.82,,-0.0,0
Methoproptryne,-3.259,1,271.39,2,1,8,71.96000000000001,-2.928,COCCCNc1nc(NC(C)C)nc(SC)n1,COCCCNc1nc(NC(C)C)nc(SC)n1,DDUIUBPJPOKOMV-UHFFFAOYSA-N,DDUIUBPJPOKOMV-UHFFFAOYSA-N,-2.928,,-0.0,0
Norea,-2.47,1,222.33199999999997,1,3,1,32.34,-3.1710000000000003,CN(C)C(=O)NC1CC2CC1C3CCCC23,CN(C)C(=O)NC1CC2CC1C1CCCC21,YGLMVCVJLXREAK-UHFFFAOYSA-N,YGLMVCVJLXREAK-UHFFFAOYSA-N,-3.1710000000000003,,-0.0,0
t-Butylbenzene ,-3.554,1,134.22199999999998,0,1,0,0.0,-3.66,CC(C)(C)c1ccccc1,CC(C)(C)c1ccccc1,YTZKOQUCBOVLHL-UHFFFAOYSA-N,YTZKOQUCBOVLHL-UHFFFAOYSA-N,-3.66,,-0.0,0
kebuzone,-2.645,1,322.36400000000003,0,3,5,57.690000000000005,-3.27,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,LGYTZKPVOAIUKX-UHFFFAOYSA-N,LGYTZKPVOAIUKX-UHFFFAOYSA-N,-3.27,,-0.0,0
prednisolone acetate,-3.507,1,402.48700000000014,2,4,3,100.90000000000002,-4.37,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,LRJOMUJRLNCICJ-UHFFFAOYSA-N,LRJOMUJRLNCICJ-UHFFFAOYSA-N,-4.37,,-0.0,0
Methyl propyl ether ,-0.718,1,74.12299999999999,0,0,2,9.23,-0.39,CCCOC,CCCOC,VNKYTQGIUYNRMY-UHFFFAOYSA-N,VNKYTQGIUYNRMY-UHFFFAOYSA-N,-0.39,,-0.0,0
Isopropyl acetate,-1.1909999999999998,1,102.133,0,0,1,26.3,-0.55,CC(C)OC(=O)C,CC(=O)OC(C)C,JMMWKPVZQRWMSS-UHFFFAOYSA-N,JMMWKPVZQRWMSS-UHFFFAOYSA-N,-0.55,,-0.0,0
Bromobenzene,-3.345,1,157.01,0,1,0,0.0,-2.55,Brc1ccccc1,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,QARVLSVVCXYDNA-UHFFFAOYSA-N,-2.55,,-0.0,0
Ethyl-p-hydroxybenzoate ,-2.761,1,166.176,1,1,2,46.53,-2.35,CCOC(=O)c1ccc(O)cc1,CCOC(=O)c1ccc(O)cc1,NUVBSKCKDOMJSU-UHFFFAOYSA-N,NUVBSKCKDOMJSU-UHFFFAOYSA-N,-2.35,,-0.0,0
3-Butanoyloxymethylphenytoin,-3.469,1,352.39000000000004,1,3,6,75.71,-5.071000000000001,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,UPQWMVAELITTGQ-UHFFFAOYSA-N,UPQWMVAELITTGQ-UHFFFAOYSA-N,-5.071000000000001,,-0.0,0
testosterone propionate,-4.87,1,344.4950000000001,0,4,2,43.370000000000005,-5.37,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,PDMMFKSKQVNJMI-UHFFFAOYSA-N,PDMMFKSKQVNJMI-UHFFFAOYSA-N,-5.37,,-0.0,0
Coronene,-6.885,2,300.36000000000007,0,7,0,0.0,-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,VPUGDVKSAQVFFS-UHFFFAOYSA-N,VPUGDVKSAQVFFS-UHFFFAOYSA-N,-9.332,,-0.0,0
allopurinol,-0.84,1,136.114,2,2,0,74.43,-2.266,O=c1[nH]cnc2[nH]ncc12 ,O=c1[nH]cnc2[nH]ncc12,OFCNXPDARWKPPY-UHFFFAOYSA-N,OFCNXPDARWKPPY-UHFFFAOYSA-N,-2.266,,-0.0,0
Chloroethylene,-1.188,1,62.499,0,0,0,0.0,-1.75,ClC=C,C=CCl,BZHJMEDXRYGGRV-UHFFFAOYSA-N,BZHJMEDXRYGGRV-UHFFFAOYSA-N,-1.75,,-0.0,0
diphenamid,-3.147,1,239.318,0,2,3,20.31,-2.98,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,CN(C)C(=O)C(c1ccccc1)c1ccccc1,QAHFOPIILNICLA-UHFFFAOYSA-N,QAHFOPIILNICLA-UHFFFAOYSA-N,-2.98,,-0.0,0
Tetrabromomethane,-4.063,1,331.62699999999995,0,0,0,0.0,-3.14,BrC(Br)(Br)Br,BrC(Br)(Br)Br,HJUGFYREWKUQJT-UHFFFAOYSA-N,HJUGFYREWKUQJT-UHFFFAOYSA-N,-3.14,,-0.0,0
RTI 22,-4.408,1,296.374,1,3,2,48.47,-4.871,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21,ZLVJUFHIMOUPMS-UHFFFAOYSA-N,ZLVJUFHIMOUPMS-UHFFFAOYSA-N,-4.871,,-0.0,0
phthalimide,-1.882,1,147.13299999999998,1,2,0,46.17,-2.61,O=C1NC(=O)c2ccccc12 ,O=C1NC(=O)c2ccccc21,XKJCHHZQLQNZHY-UHFFFAOYSA-N,XKJCHHZQLQNZHY-UHFFFAOYSA-N,-2.61,,-0.0,0
Fenarimol,-4.1080000000000005,1,331.202,1,3,3,46.010000000000005,-4.38,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,NHOWDZOIZKMVAI-UHFFFAOYSA-N,NHOWDZOIZKMVAI-UHFFFAOYSA-N,-4.38,,-0.0,0
Methyl benzoate ,-2.462,1,136.14999999999998,0,1,1,26.3,-1.85,COC(=O)c1ccccc1,COC(=O)c1ccccc1,QPJVMBTYPHYUOC-UHFFFAOYSA-N,QPJVMBTYPHYUOC-UHFFFAOYSA-N,-1.85,,-0.0,0
1-methyluracil,-0.375,1,126.115,1,1,0,54.86,-0.807,Cn1ccc(=O)[nH]c1=O,Cn1ccc(=O)[nH]c1=O,XBCXJKGHPABGSD-UHFFFAOYSA-N,XBCXJKGHPABGSD-UHFFFAOYSA-N,-0.807,,-0.0,0
oxyphenbutazone,-3.739,1,324.38000000000005,1,3,5,60.85000000000001,-3.73,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,HFHZKZSRXITVMK-UHFFFAOYSA-N,HFHZKZSRXITVMK-UHFFFAOYSA-N,-3.73,,-0.0,0
"2,2',3,5'-PCB",-6.155,1,291.9920000000001,0,2,1,0.0,-6.47,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,ALDJIKXAHSDLLB-UHFFFAOYSA-N,ALDJIKXAHSDLLB-UHFFFAOYSA-N,-6.47,,-0.0,0
Quinethazone,-2.184,1,289.7440000000001,3,2,2,101.29,-3.29,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,AGMMTXLNIQSRCG-UHFFFAOYSA-N,AGMMTXLNIQSRCG-UHFFFAOYSA-N,-3.29,,-0.0,0
Diuron,-3.301,1,233.098,1,1,1,32.34,-3.8,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,-3.8,,-0.0,0
Cyclopentene ,-1.72,2,68.11900000000001,0,1,0,0.0,-2.1,C1CC=CC1,C1=CCCC1,LPIQUOYDBNQMRZ-UHFFFAOYSA-N,LPIQUOYDBNQMRZ-UHFFFAOYSA-N,-2.1,,-0.0,0
alloxantin,0.919,1,286.156,6,2,1,191.0,-1.99,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,IWDDXZKCDHOOSF-UHFFFAOYSA-N,IWDDXZKCDHOOSF-UHFFFAOYSA-N,-1.99,,-0.0,0
Nonane,-3.678,1,128.259,0,0,6,0.0,-5.88,CCCCCCCCC,CCCCCCCCC,BKIMMITUMNQMOS-UHFFFAOYSA-N,BKIMMITUMNQMOS-UHFFFAOYSA-N,-5.88,,-0.0,0
2-Chlorophenol,-2.553,1,128.558,1,1,0,20.23,-1.06,Oc1ccccc1Cl,Oc1ccccc1Cl,ISPYQTSUDJAMAB-UHFFFAOYSA-N,ISPYQTSUDJAMAB-UHFFFAOYSA-N,-1.06,,-0.0,0
5-Methylchrysene,-5.931,1,242.321,0,4,0,0.0,-6.59,c1cccc2c3c(C)cc4ccccc4c3ccc12,Cc1cc2ccccc2c2ccc3ccccc3c12,GOHBXWHNJHENRX-UHFFFAOYSA-N,GOHBXWHNJHENRX-UHFFFAOYSA-N,-6.59,,-0.0,0
